,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor,Entrada desde,Cuotas desde,Número de cuotas,Sistemadeclimatización,Últimonúmerodelaplaca,TipodeMotor,Entradadesde,Cuotasdesde,Númerodecuotas
5921,83600,12.5,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
5922,55000,25.5,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,Equinox,,,,,,,,,,,,,,,,,,,,,,,
5923,98500,14.8,Guayaquil,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,,,,,,,
5924,84174,24.8,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,,,,,,,
5925,27000,25.5,Guayaquil,Negociable,USED,Toyota,Todoterreno,Rush,,,,,,,,,,,,,,,,,,,,,,,
5926,49000,16.8,Guayaquil,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,,,,,,,
5927,142600,23.5,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XL,,,,,,,,,,,,,,,,,,,,,,,
5928,58000,13.2,Quito,Negociable,USED,Renault,Sedán,LOGAN EXPRESSION 1.6,,,,,,,,,,,,,,,,,,,,,,,
5929,25,37.99,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,D-MAX 4X4 CS,,,,,,,,,,,,,,,,,,,,,,,
5930,15000,20.2,Quito,Negociable,USED,Peugeot,Hatchback (5 Puertas),208,,,,,,,,,,,,,,,,,,,,,,,
5931,45000,45.8,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,,,,,,,
5932,213000,12.8,Quito,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,,,,,,,
5933,93000,16.1,Quito,Fijo,USED,Chevrolet,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,,,,,,,
5934,63000,18.5,Quito,Fijo,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X2,,,,,,,,,,,,,,,,,,,,,,,
5935,193300,14.5,Quito,Fijo,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,,,,,,,
5936,7100,6.9,Portoviejo,Negociable,USED,Mitsubishi,Todoterreno,Montero 5P,,,,,,,,,,,,,,,,,,,,,,,
5937,49000,16.5,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,,,,,,,
5938,189000,10.8,Guayaquil,Negociable,USED,Hyundai,Sedán,Elantra,,,,,,,,,,,,,,,,,,,,,,,
5939,37400,37.5,Quito,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,,,,,,,
5940,67800,14.5,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Emotion Advance,,,,,,,,,,,,,,,,,,,,,,,
5941,45000,16.5,Guayaquil,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris S,,,,,,,,,,,,,,,,,,,,,,,
5942,21000,17.0,Samborondón,Negociable,USED,Nissan,Hatchback (5 Puertas),Micra,,,,,,,,,,,,,,,,,,,,,,,
5943,60000,31.8,Ambato,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,,,,,,,
5944,148000,13.8,Portoviejo,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,,,,,,,
5945,106000,24.8,Ambato,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,,,,,,,
5946,56000,62.777,Quito,Negociable,USED,Mercedes Benz,Todoterreno,ML 400 4Matic,,,,,,,,,,,,,,,,,,,,,,,
5947,54000,16.3,Azogues,Negociable,USED,Chevrolet,Sedán,Cavalier,,,,,,,,,,,,,,,,,,,,,,,
5948,240000,9.9,Quito,Fijo,USED,Chevrolet,Todoterreno,Grand Vitara 3P,,,,,,,,,,,,,,,,,,,,,,,
5949,270000,12.4,Quito,Negociable,USED,Renault,Todoterreno,Duster 1.6,,,,,,,,,,,,,,,,,,,,,,,
5950,30400,34.99,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ 2.4,#1652722,93000 Kms,Eléctricos,Automática,Gasolina,,4 x 2,Plata,,Hidráulica,2400.0,Tela,Pichincha,,,,,Aire Acondicionado,2.0,,,,
5951,72000,21.5,Guayaquil,Negociable,USED,Kia,Crossover,NIRO Hibrido,,,,,,,,,,,,,,,,,,,,,,,
5952,300000,14.7,Quito,Negociable,USED,Kia,Van,Pregio,,,,,,,,,,,,,,,,,,,,,,,
5953,49500,26.5,Quito,Negociable,USED,Volkswagen,Sedán,Passat CC Sport,,,,,,,,,,,,,,,,,,,,,,,
5954,52000,21.8,Ambato,Negociable,USED,Great Wall,Camioneta Cabina Simple,WINGLE 7 2.0 CD 4X2 DIESEL,,,,,,,,,,,,,,,,,,,,,,,
5955,86000,17.9,Ambato,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,,,,,,,
5956,70000,31.8,Ambato,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,,,,,,,
5957,78000,15.8,Ambato,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X2,,,,,,,,,,,,,,,,,,,,,,,
5958,145000,14.2,Guayaquil,Negociable,USED,Toyota,Todoterreno,Prado 3P,,,,,,,,,,,,,,,,,,,,,,,
5959,74000,29.9,Ambato,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,,,,,,,
5960,159554,5.9,Quito,Negociable,USED,Citroen,Sedán,C3 SX,,,,,,,,,,,,,,,,,,,,,,,
5961,70500,18.65,Quito,Negociable,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,,,,,,,,,,
5962,102000,12.5,Guayaquil,Negociable,USED,Renault,Sedán,LOGAN CROSS INTENS,,,,,,,,,,,,,,,,,,,,,,,
5963,80000,19.5,Guayaquil,Negociable,USED,Kia,Crossover,NIRO,,,,,,,,,,,,,,,,,,,,,,,
5964,90000,32.0,Guayaquil,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,,,,,,,
5965,88560,25.59,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,,,,,,,
5966,179000,32.8,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER DC,,,,,,,,,,,,,,,,,,,,,,,
5967,48000,26.8,Ambato,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI 2.5 CD 4X2 TM DIESEL,,,,,,,,,,,,,,,,,,,,,,,
5968,22000,35.5,Valencia,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,,,,,,,
5969,293103,6.9,Quito,Negociable,USED,Renault,Sedán,Symbol,,,,,,,,,,,,,,,,,,,,,,,
5970,200000,11.45,Guayaquil,Negociable,USED,Nissan,Sedán,Versa,,,,,,,,,,,,,,,,,,,,,,,
5971,95000,54.9,Loja,Negociable,USED,Toyota,Todoterreno,4 Runner Limited,,,,,,,,,,,,,,,,,,,,,,,
5972,130226,8.9,Quito,Fijo,USED,Volkswagen,Sedán,Jetta Trendline TA,,,,,,,,,,,,,,,,,,,,,,,
5973,0,11.9,Quito,Fijo,USED,Shineray,Van Pasajeros,X30L,,,,,,,,,,,,,,,,,,,,,,,
5974,0,12.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
5975,1,49.0,Guayaquil,Fijo,USED,Nissan,Coupé,GT-R,,,,,,,,,,,,,,,,,,,,,,,
5976,30000,10.8,Ambato,Negociable,USED,Shineray,Van,X30 CARGO,,,,,,,,,,,,,,,,,,,,,,,
5977,300000,12.8,Guayaquil,Negociable,USED,Hyundai,Coupé,Accent,,,,,,,,,,,,,,,,,,,,,,,
5978,197000,14.5,Quito,Negociable,USED,DongFeng,Camioneta Doble Cabina,ZNA,,,,,,,,,,,,,,,,,,,,,,,
5979,223000,12.8,Guayaquil,Negociable,USED,Chevrolet,Sedán,Aveo Emotion GLS,,,,,,,,,,,,,,,,,,,,,,,
5980,85909,26.2,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,,,,,,,
5981,44937,14.95,Cuenca,Negociable,USED,Great Wall,Todoterreno,Haval M4,,,,,,,,,,,,,,,,,,,,,,,
5982,180865,12.2,Cuenca,Negociable,USED,BMW,Sedán,325i,,,,,,,,,,,,,,,,,,,,,,,
5983,152300,25.7,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,,,,,,,
5984,91000,31.2,Ambato,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,,,,,,,
5985,99000,25.8,Ambato,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,#1716891,22000 Kms,Eléctricos,Manual,Gasolina,,4 x 2,,,,2700.0,Tela,Los Rios,,,,,,3.0,,,,
5986,86000,46.8,Ambato,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x4 Diesel,,,,,,,,,,,,,,,,,,,,,,,
5987,85000,12.5,Ambato,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
5988,78000,13.9,Ambato,Negociable,USED,Chery,Todoterreno,Tiggo,,,,,,,,,,,,,,,,,,,,,,,
5989,280000,11.99,Guayaquil,Negociable,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,,,,,,,
5990,1,31.99,Cuenca,Negociable,USED,JAC,Camioneta Doble Cabina,T8,,,,,,,,,,,,,,,,,,,,,,,
5991,58672,13.9,Cuenca,Negociable,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,,,,,,,
5992,25000,23.8,Ambato,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,,,,,,,
5993,126000,27.3,Ambato,Negociable,USED,Fiat,Camioneta Doble Cabina,Fullback,,,,,,,,,,,,,,,,,,,,,,,
5994,51000,10.8,Ambato,Negociable,USED,Shineray,Van de Carga,X30,,,,,,,,,,,,,,,,,,,,,,,
5995,107555,31.8,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,,,,,,,
5996,62350,28.2,Cuenca,Negociable,USED,Kia,Todoterreno,Sportage LX,,,,,,,,,,,,,,,,,,,,,,,
5997,191000,21.8,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,F150 CS 4x4,,,,,,,,,,,,,,,,,,,,,,,
5998,172000,16.9,Quito,Negociable,USED,Mazda,Todoterreno,CX-9 TOP GRADE,,,,,,,,,,,,,,,,,,,,,,,
5999,106770,18.8,Cuenca,Negociable,USED,Suzuki,Todoterreno,GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,,,,,,,
6000,54000,30.394,Machala,Negociable,USED,Mazda,Todoterreno,CX-5 Full,,,,,,,,,,,,,,,,,,,,,,,
6001,143000,11.9,Riobamba,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,,,,,,,
6002,83628,12.2,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,,,,,,,
6003,1,37.99,Cuenca,Negociable,USED,Chevrolet,Camioneta Cabina Simple,D-MAX CRDI AC 3.0 CS 4X4 TM DIESEL,,,,,,,,,,,,,,,,,,,,,,,
6004,44758,22.4,Riobamba,Negociable,USED,Volkswagen,Crossover,T-Cross Trendline,,,,,,,,,,,,,,,,,,,,,,,
6005,86000,13.8,Cuenca,Negociable,USED,Chevrolet,Sedán,Aveo Emotion GLS,,,,,,,,,,,,,,,,,,,,,,,
6006,12000,20.8,Guayaquil,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,,,,,,,
6007,83000,18.5,Cuenca,Negociable,USED,Citroen,Hatchback (5 Puertas),C3,,,,,,,,,,,,,,,,,,,,,,,
6008,7000,178.0,Quito,Negociable,USED,Mercedes Benz,Todoterreno,GLE 450,,,,,,,,,,,,,,,,,,,,,,,
6009,74961,50.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
6010,95000,11.99,Ambato,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,,,,,,,
6011,48000,13.99,Ambato,Negociable,USED,Kia,Sedán,Soluto,,,,,,,,,,,,,,,,,,,,,,,
6012,212808,11.2,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo GT5,,,,,,,,,,,,,,,,,,,,,,,
6013,93000,13.99,Ambato,Fijo,USED,Great Wall,Sedán,C30 FULL LUXURY,,,,,,,,,,,,,,,,,,,,,,,
6014,264000,16.8,Guayaquil,Negociable,USED,Kia,Sedán,Rio,,,,,,,,,,,,,,,,,,,,,,,
6015,185000,14.8,Ambato,Negociable,USED,Toyota,Todoterreno,Prado 5P,,,,,,,,,,,,,,,,,,,,,,,
6016,52000,25.8,Ambato,Negociable,USED,Kia,Todoterreno,SPORTAGE GT LINE AT,,,,,,,,,,,,,,,,,,,,,,,
6017,90000,28.8,Ambato,Negociable,USED,Great Wall,Todoterreno,HAVAL H9,,,,,,,,,,,,,,,,,,,,,,,
6018,96000,30.8,Guayaquil,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,,,,,,,
6019,255000,11.4,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,B2200 CD,,,,,,,,,,,,,,,,,,,,,,,
6020,250000,4.4,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,D-MAX CRDI AC 3.0 CS 4X4 TM DIESEL,#1715157,1 Kms,Eléctricos delanteros,Manual,Diesel,,4 x 4,Blanco,,Hidráulica,3000.0,Corosil,,,,,,Aire Acondicionado,0.0,,,,
6021,57000,26.4,Cuenca,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,,,,,,,
6022,240000,11.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 3P,,,,,,,,,,,,,,,,,,,,,,,
6023,153000,11.4,Quito,Negociable,USED,Chevrolet,Todoterreno,Vitara 3P,,,,,,,,,,,,,,,,,,,,,,,
6024,83000,20.8,Guayaquil,Negociable,USED,Nissan,Todoterreno,Kicks,,,,,,,,,,,,,,,,,,,,,,,
6025,108000,36.5,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
6026,140775,21.5,Quito,Negociable,USED,Mercedes Benz,Coupé,CLK320,,,,,,,,,,,,,,,,,,,,,,,
6027,275000,8.6,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara 3P,,,,,,,,,,,,,,,,,,,,,,,
6028,54000,17.8,Guayaquil,Negociable,USED,Peugeot,Sedán,301,,,,,,,,,,,,,,,,,,,,,,,
6029,20000,16.8,Guayaquil,Negociable,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,,,,,,,
6030,68811,14.8,Cuenca,Negociable,USED,Chevrolet,Sedán,Aveo Emotion Advance,,,,,,,,,,,,,,,,,,,,,,,
6031,180000,13.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
6032,101000,11.9,Quito,Negociable,USED,Chevrolet,Sedán,Spark GT,,,,,,,,,,,,,,,,,,,,,,,
6033,98000,41.8,Guayaquil,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,,,,,,,
6034,212000,14.8,Guayaquil,Negociable,USED,Nissan,Camioneta Cabina Simple,Frontier,,,,,,,,,,,,,,,,,,,,,,,
6035,183000,22.5,Jipijapa,Negociable,USED,Mitsubishi,Todoterreno,Montero Blister,,,,,,,,,,,,,,,,,,,,,,,
6036,33796,138.0,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,Tahoe Z71,,,,,,,,,,,,,,,,,,,,,,,
6037,88000,16.8,Guayaquil,Negociable,USED,Kia,Hatchback (5 Puertas),Cerato,,,,,,,,,,,,,,,,,,,,,,,
6038,58500,17.8,Guayaquil,Negociable,USED,Chery,Todoterreno,Tiggo 5,,,,,,,,,,,,,,,,,,,,,,,
6039,337000,10.7,Machala,Negociable,USED,Nissan,Hatchback (5 Puertas),X-Trail Classic,,,,,,,,,,,,,,,,,,,,,,,
6040,65000,18.8,Guayaquil,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,,,,,,,,,,,,,,,,,,,,,,,
6041,77000,87.5,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Raptor AC,,,,,,,,,,,,,,,,,,,,,,,
6042,105000,24.8,Guayaquil,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,,,,,,,
6043,123000,15.8,Guayaquil,Negociable,USED,Chevrolet,Coupé,Cavalier,,,,,,,,,,,,,,,,,,,,,,,
6044,622,19.8,Guayaquil,Negociable,USED,Chevrolet,Otro,ONIX LTZ TURBO,,,,,,,,,,,,,,,,,,,,,,,
6045,395000,5.0,Quito,Negociable,USED,Hyundai,Hatchback (3 Puertas),Accent,,,,,,,,,,,,,,,,,,,,,,,
6046,126000,15.8,Guayaquil,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,,,,,,,
6047,236000,11.8,Guayaquil,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,,,,,,,
6048,110000,24.0,Portoviejo,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,,,,,,,
6049,150000,18.8,Guayaquil,Negociable,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,,,,,,,
6050,76000,19.5,Quito,Negociable,USED,Kia,Sedán,Optima,,,,,,,,,,,,,,,,,,,,,,,
6051,15,28.99,Guayaquil,Negociable,USED,JAC,Camioneta Doble Cabina,T8,,,,,,,,,,,,,,,,,,,,,,,
6052,184000,11.8,Guayaquil,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,,,,,,,
6053,92000,17.8,Guayaquil,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,,,,,,,,,,,,,,,,,,,,,,,
6054,13000,13.0,Quito,Fijo,USED,Citroen,Sedán,C-ELYSEE,,,,,,,,,,,,,,,,,,,,,,,
6055,88500,16.1,Quito,Negociable,USED,Chery,Todoterreno,Tiggo 5,#1686315,58500 Kms,Eléctricos,Manual,Gasolina,,4 x 2,Negro,,Hidráulica,2000.0,Cuero,Pichincha,,,,,Aire Acondicionado,8.0,,,,
6056,3750,39.5,Guayaquil,Fijo,USED,Skoda,Todoterreno,kodiaq,,,,,,,,,,,,,,,,,,,,,,,
6057,1368666,13.8,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150 CS 4x4,,,,,,,,,,,,,,,,,,,,,,,
6058,19650,28.1,Cuenca,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,,,,,,,
6059,3500,91.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
6060,85000,43.5,Quito,Negociable,USED,Mercedes Benz,Todoterreno,GLK 300,,,,,,,,,,,,,,,,,,,,,,,
6061,217664,13.2,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,,,,,,,
6062,80889,17.8,Cuenca,Negociable,USED,Chevrolet,Sedán,Cruze,,,,,,,,,,,,,,,,,,,,,,,
6063,9000,36.0,Manta,Negociable,USED,Great Wall,Todoterreno,HAVAL H6 SUPREME,,,,,,,,,,,,,,,,,,,,,,,
6064,120000,34.899,Quito,Negociable,USED,Jeep,Todoterreno,Grand Cherokee Overland,,,,,,,,,,,,,,,,,,,,,,,
6065,148000,20.9,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150 CS 4x4,,,,,,,,,,,,,,,,,,,,,,,
6066,80000,21.8,Quito,Negociable,USED,Volkswagen,Coupé,Beetle,,,,,,,,,,,,,,,,,,,,,,,
6067,95000,15.8,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,,,,,,,
6068,1000,9.9,Durán,Negociable,USED,Jeep,Todoterreno,Willys,,,,,,,,,,,,,,,,,,,,,,,
6069,45000,26.1,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TSI,,,,,,,,,,,,,,,,,,,,,,,
6070,35099,17.5,Quito,Fijo,USED,Foday,Todoterreno,Lion F22,,,,,,,,,,,,,,,,,,,,,,,
6071,350000,9.0,Guayaquil,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,,,,,,,
6072,345000,10.0,Manta,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,,,,,,,
6073,54500,17.2,Cuenca,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,,,,,,,,,,,,,,,,,,,,,,,
6074,50000,28.0,Otavalo,Negociable,USED,Jeep,Todoterreno,Compass,,,,,,,,,,,,,,,,,,,,,,,
6075,222000,13.8,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150 XLT lariat flareside,,,,,,,,,,,,,,,,,,,,,,,
6076,79000,56.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,,,,,,,
6077,144572,30.2,Cuenca,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR AC CD,,,,,,,,,,,,,,,,,,,,,,,
6078,86000,31.5,Quito,Negociable,USED,Volkswagen,Hatchback (3 Puertas),GTI,,,,,,,,,,,,,,,,,,,,,,,
6079,176085,27.7,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,,,,,,,
6080,1,34.99,Cuenca,Negociable,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,,,,,,,
6081,142000,23.5,Quito,Negociable,USED,Porsche,Todoterreno,Cayenne,,,,,,,,,,,,,,,,,,,,,,,
6082,35171,16.2,Cuenca,Negociable,USED,Kia,Sedán,RIO EX,,,,,,,,,,,,,,,,,,,,,,,
6083,1,7.0,Ibarra,Negociable,USED,GMC,Todoterreno,Blazer,,,,,,,,,,,,,,,,,,,,,,,
6084,77907,16.2,Cuenca,Negociable,USED,Kia,Sedán,Cerato,,,,,,,,,,,,,,,,,,,,,,,
6085,80000,36.0,Quito,Negociable,USED,Audi,Sedán,A4 1.4T,,,,,,,,,,,,,,,,,,,,,,,
6086,30000,57.999,Quito,Fijo,USED,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,,,,,,,
6087,90000,14.5,Cuenca,Negociable,USED,BMW,Sedán,520i,,,,,,,,,,,,,,,,,,,,,,,
6088,66000,18.8,Loja,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,,,,,,,
6089,338000,8.0,Guayaquil,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,,,,,,,
6090,142000,27.5,Loja,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,#1704519,54500 Kms,Eléctricos,Manual,Gasolina,,4 x 2,Blanco,,Hidráulica,1500.0,Corosil,Azuay,,,,,Aire Acondicionado,7.0,,,,
6091,7700,62.0,Ibarra,Negociable,USED,Mercedes Benz,Sedán,A250,,,,,,,,,,,,,,,,,,,,,,,
6092,55000,39.5,Guayaquil,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,,,,,,,
6093,240000,7.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Jimny,,,,,,,,,,,,,,,,,,,,,,,
6094,1,24.9,Cuenca,Negociable,USED,VGV WEICHAI,Otro,U70 LUXURY MT,,,,,,,,,,,,,,,,,,,,,,,
6095,106000,21.9,Puyo,Negociable,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,,,,,,,,,,
6096,5000,19.786,Quito,Negociable,USED,Shineray,Crossover,SWM G01,,,,,,,,,,,,,,,,,,,,,,,
6097,220000,19.0,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,Silverado Hibrido 4x4,,,,,,,,,,,,,,,,,,,,,,,
6098,330843,10.2,Cuenca,Negociable,USED,Toyota,Camioneta Cabina Simple,Stout II,,,,,,,,,,,,,,,,,,,,,,,
6099,80000,17.1,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,,,,,,,,,,,,,,,,,,,,,,,
6100,116889,41.8,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
6101,60000,21.0,Ambato,Negociable,USED,Hyundai,Utilitario,Creta,,,,,,,,,,,,,,,,,,,,,,,
6102,52000,15.9,Cuenca,Negociable,USED,Honda,Hatchback (3 Puertas),CR-Z EX Hybrid Full,,,,,,,,,,,,,,,,,,,,,,,
6103,116000,22.99,Quito,Negociable,USED,Hyundai,Todoterreno,Grand Santa Fe,,,,,,,,,,,,,,,,,,,,,,,
6104,57000,13.5,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO EX 1.2,,,,,,,,,,,,,,,,,,,,,,,
6105,62587,8.2,Cuenca,Financiado,USED,Nissan,Camioneta Cabina Simple,1200,,,,,,,,,,,,,,,,,,,,,,,
6106,34000,18.5,Cuenca,Negociable,USED,Soueast,Todoterreno,DX7,,,,,,,,,,,,,,,,,,,,,,,
6107,180000,15.45,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV D-MAX,,,,,,,,,,,,,,,,,,,,,,,
6108,108500,25.6,Quito,Negociable,USED,BMW,Todoterreno,X1,,,,,,,,,,,,,,,,,,,,,,,
6109,68014,24.0,Quito,Fijo,USED,Toyota,Todoterreno,NEW RAV4 AC 2.0 5P,,,,,,,,,,,,,,,,,,,,,,,
6110,23000,40.0,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR AC CD,,,,,,,,,,,,,,,,,,,,,,,
6111,132000,20.4,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,,,,,,,
6112,122986,12.2,Cuenca,Negociable,USED,Toyota,Camioneta Cabina Simple,Stout,,,,,,,,,,,,,,,,,,,,,,,
6113,105000,14.9,Quito,Negociable,USED,Suzuki,Hatchback (5 Puertas),Grand Vitara SZ,,,,,,,,,,,,,,,,,,,,,,,
6114,89000,29.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 DC 4X2,,,,,,,,,,,,,,,,,,,,,,,
6115,91000,36.0,Quito,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,,,,,,,
